# SEDust -- size-integrated scattering matrix,
# randomly oriented DH21 astrodust spheroids.
#   P = 0.20, f_Fe = 0.00, axis ratio b/a = 1.4 (oblate)
#   size distribution: data/release/size_distribution.dat,
#     astrodust column, C_sca-weighted average over sizes.
#
# Randomly oriented particles with a plane of symmetry have
# six independent scattering-matrix elements:
#     [ F11  F12   0    0  ]
#     [ F12  F22   0    0  ]
#     [  0    0   F33  F34 ]
#     [  0    0  -F34  F44 ]
# Theta is the scattering angle in degrees, 0 = forward.
#
# Normalization (Mishchenko/Hovenier, as produced by MATR):
#   (1/2) * integral_{-1}^{+1} F11 d(cos Theta) = 1,
#   so F11 = 1 everywhere for isotropic scattering.
#   F22, F33, F44, F12, F34 are NOT divided by F11.
#   Degree of linear polarization for unpolarized incident
#   light is -F12/F11.  Multiply F_ij by C_sca (given per
#   block, in um^2 per H) to recover absolute units.
#
# Blocks are separated by a "# lambda =" line; each block
# has 181 rows at Theta = 0, 1, ..., 180 degrees.
#
#
# lambda [um]   =   3.6000000E-01
# m =   1.5779682E+00  + i   5.7513181E-02
# Cext/H [um^2] =   3.8237541E-14
# Csca/H [um^2] =   2.8539133E-14
# albedo        =   7.4636422E-01
# g = a1(2)/3   =   7.1120467E-01
# g (Csca-wtd single-size, cross-check) =   7.1120467E-01
# Lmax          = 122
# alpha_1(0) (exactly 1 by construction) =   1.00000000165071E+00
# (1/2)int F11 dcos on this 1-deg grid   =   1.0003496E+00
#   (differs from 1 only by trapezoid error on the
#    forward peak; alpha_1(0) is the exact statement)
# van der Mee & Hovenier test: SATISFIED
# size bins: small-x limit 44, large-x limit 10, T-matrix failures redirected 0
#   Theta[deg]          F11            F22            F33            F44            F12            F34
     85.00   3.659724E-01   3.581310E-01   2.379167E-01   2.381042E-01  -1.097392E-01   5.549386E-02
     86.00   3.540507E-01   3.462228E-01   2.251797E-01   2.254483E-01  -1.075222E-01   5.184840E-02
     87.00   3.427231E-01   3.349067E-01   2.130340E-01   2.133825E-01  -1.053217E-01   4.831141E-02
     88.00   3.319592E-01   3.241527E-01   2.014480E-01   2.018754E-01  -1.031380E-01   4.488015E-02
     89.00   3.217306E-01   3.139322E-01   1.903917E-01   1.908969E-01  -1.009714E-01   4.155190E-02
     90.00   3.120102E-01   3.042183E-01   1.798370E-01   1.804189E-01  -9.882206E-02   3.832396E-02
     91.00   3.027726E-01   2.949856E-01   1.697570E-01   1.704144E-01  -9.668997E-02   3.519364E-02
     92.00   2.939934E-01   2.862100E-01   1.601263E-01   1.608580E-01  -9.457512E-02   3.215832E-02
     93.00   2.856498E-01   2.778686E-01   1.509208E-01   1.517256E-01  -9.247742E-02   2.921539E-02
     94.00   2.777201E-01   2.699399E-01   1.421176E-01   1.429943E-01  -9.039671E-02   2.636232E-02
     95.00   2.701837E-01   2.624034E-01   1.336949E-01   1.346422E-01  -8.833278E-02   2.359664E-02
     96.00   2.630211E-01   2.552398E-01   1.256323E-01   1.266487E-01  -8.628534E-02   2.091595E-02
     97.00   2.562138E-01   2.484309E-01   1.179102E-01   1.189943E-01  -8.425408E-02   1.831792E-02
     98.00   2.497445E-01   2.419591E-01   1.105099E-01   1.116603E-01  -8.223864E-02   1.580031E-02
     99.00   2.435965E-01   2.358082E-01   1.034140E-01   1.046290E-01  -8.023860E-02   1.336097E-02
    100.00   2.377540E-01   2.299625E-01   9.660552E-02   9.788343E-02  -7.825354E-02   1.099783E-02
    101.00   2.322022E-01   2.244074E-01   9.006869E-02   9.140769E-02  -7.628299E-02   8.708932E-03
    102.00   2.269268E-01   2.191288E-01   8.378833E-02   8.518647E-02  -7.432647E-02   6.492404E-03
    103.00   2.219145E-01   2.141134E-01   7.775000E-02   7.920523E-02  -7.238348E-02   4.346494E-03
    104.00   2.171524E-01   2.093488E-01   7.194001E-02   7.345012E-02  -7.045350E-02   2.269552E-03
    105.00   2.126284E-01   2.048230E-01   6.634528E-02   6.790791E-02  -6.853600E-02   2.600447E-04
    106.00   2.083309E-01   2.005247E-01   6.095335E-02   6.256599E-02  -6.663046E-02  -1.683447E-03
    107.00   2.042489E-01   1.964430E-01   5.575236E-02   5.741231E-02  -6.473635E-02  -3.562221E-03
    108.00   2.003720E-01   1.925679E-01   5.073096E-02   5.243534E-02  -6.285315E-02  -5.377453E-03
    109.00   1.966901E-01   1.888896E-01   4.587835E-02   4.762409E-02  -6.098034E-02  -7.130192E-03
    110.00   1.931937E-01   1.853988E-01   4.118419E-02   4.296801E-02  -5.911745E-02  -8.821359E-03
    111.00   1.898737E-01   1.820867E-01   3.663861E-02   3.845700E-02  -5.726399E-02  -1.045174E-02
    112.00   1.867213E-01   1.789450E-01   3.223215E-02   3.408140E-02  -5.541952E-02  -1.202200E-02
    113.00   1.837284E-01   1.759657E-01   2.795578E-02   2.983193E-02  -5.358366E-02  -1.353266E-02
    114.00   1.808868E-01   1.731411E-01   2.380085E-02   2.569970E-02  -5.175604E-02  -1.498408E-02
    115.00   1.781890E-01   1.704640E-01   1.975907E-02   2.167617E-02  -4.993634E-02  -1.637653E-02
    116.00   1.756277E-01   1.679273E-01   1.582248E-02   1.775315E-02  -4.812433E-02  -1.771009E-02
    117.00   1.731958E-01   1.655244E-01   1.198349E-02   1.392278E-02  -4.631983E-02  -1.898473E-02
    118.00   1.708865E-01   1.632489E-01   8.234785E-03   1.017751E-02  -4.452272E-02  -2.020025E-02
    119.00   1.686934E-01   1.610947E-01   4.569368E-03   6.510087E-03  -4.273298E-02  -2.135634E-02
    120.00   1.666102E-01   1.590559E-01   9.805291E-04   2.913569E-03  -4.095071E-02  -2.245251E-02
    121.00   1.646309E-01   1.571268E-01  -2.538161E-03  -6.186985E-04  -3.917606E-02  -2.348815E-02
    122.00   1.627497E-01   1.553020E-01  -5.992861E-03  -4.093085E-03  -3.740933E-02  -2.446252E-02
    123.00   1.609611E-01   1.535763E-01  -9.389463E-03  -7.515671E-03  -3.565095E-02  -2.537473E-02
    124.00   1.592597E-01   1.519445E-01  -1.273360E-02  -1.089225E-02  -3.390146E-02  -2.622377E-02
    125.00   1.576404E-01   1.504020E-01  -1.603063E-02  -1.422831E-02  -3.216156E-02  -2.700850E-02
    126.00   1.560982E-01   1.489439E-01  -1.928566E-02  -1.752906E-02  -3.043210E-02  -2.772767E-02
    127.00   1.546284E-01   1.475658E-01  -2.250354E-02  -2.079938E-02  -2.871411E-02  -2.837993E-02
    128.00   1.532266E-01   1.462633E-01  -2.568884E-02  -2.404383E-02  -2.700877E-02  -2.896385E-02
    129.00   1.518884E-01   1.450323E-01  -2.884586E-02  -2.726664E-02  -2.531748E-02  -2.947792E-02
    130.00   1.506099E-01   1.438688E-01  -3.197860E-02  -3.047167E-02  -2.364180E-02  -2.992057E-02
    131.00   1.493871E-01   1.427690E-01  -3.509078E-02  -3.366240E-02  -2.198352E-02  -3.029022E-02
    132.00   1.482167E-01   1.417291E-01  -3.818580E-02  -3.684191E-02  -2.034460E-02  -3.058527E-02
    133.00   1.470952E-01   1.407458E-01  -4.126673E-02  -4.001287E-02  -1.872726E-02  -3.080414E-02
    134.00   1.460199E-01   1.398159E-01  -4.433629E-02  -4.317747E-02  -1.713389E-02  -3.094533E-02
    135.00   1.449880E-01   1.389361E-01  -4.739685E-02  -4.633742E-02  -1.556712E-02  -3.100741E-02
    136.00   1.439973E-01   1.381039E-01  -5.045039E-02  -4.949392E-02  -1.402976E-02  -3.098911E-02
    137.00   1.430458E-01   1.373164E-01  -5.349848E-02  -5.264763E-02  -1.252486E-02  -3.088932E-02
    138.00   1.421322E-01   1.365716E-01  -5.654226E-02  -5.579863E-02  -1.105562E-02  -3.070718E-02
    139.00   1.412554E-01   1.358674E-01  -5.958241E-02  -5.894639E-02  -9.625440E-03  -3.044210E-02
    140.00   1.404147E-01   1.352020E-01  -6.261915E-02  -6.208978E-02  -8.237865E-03  -3.009384E-02
    141.00   1.396101E-01   1.345741E-01  -6.565222E-02  -6.522699E-02  -6.896568E-03  -2.966254E-02
    142.00   1.388420E-01   1.339827E-01  -6.868082E-02  -6.835557E-02  -5.605319E-03  -2.914880E-02
    143.00   1.381115E-01   1.334272E-01  -7.170365E-02  -7.147238E-02  -4.367952E-03  -2.855374E-02
    144.00   1.374199E-01   1.329073E-01  -7.471886E-02  -7.457361E-02  -3.188314E-03  -2.787905E-02
    145.00   1.367694E-01   1.324232E-01  -7.772407E-02  -7.765477E-02  -2.070225E-03  -2.712702E-02
    146.00   1.361626E-01   1.319756E-01  -8.071635E-02  -8.071072E-02  -1.017418E-03  -2.630066E-02
    147.00   1.356026E-01   1.315655E-01  -8.369224E-02  -8.373570E-02  -3.348380E-05  -2.540364E-02
    148.00   1.350932E-01   1.311942E-01  -8.664775E-02  -8.672337E-02   8.781960E-04  -2.444043E-02
    149.00   1.346385E-01   1.308637E-01  -8.957841E-02  -8.966686E-02   1.714515E-03  -2.341622E-02
    150.00   1.342429E-01   1.305762E-01  -9.247928E-02  -9.255884E-02   2.472715E-03  -2.233702E-02
    151.00   1.339112E-01   1.303340E-01  -9.534500E-02  -9.539163E-02   3.150453E-03  -2.120957E-02
    152.00   1.336486E-01   1.301401E-01  -9.816982E-02  -9.815728E-02   3.745879E-03  -2.004134E-02
    153.00   1.334600E-01   1.299974E-01  -1.009477E-01  -1.008477E-01   4.257704E-03  -1.884050E-02
    154.00   1.333505E-01   1.299088E-01  -1.036724E-01  -1.034548E-01   4.685262E-03  -1.761580E-02
    155.00   1.333248E-01   1.298774E-01  -1.063374E-01  -1.059705E-01   5.028578E-03  -1.637649E-02
    156.00   1.333871E-01   1.299059E-01  -1.089362E-01  -1.083873E-01   5.288411E-03  -1.513221E-02
    157.00   1.335411E-01   1.299967E-01  -1.114624E-01  -1.106977E-01   5.466305E-03  -1.389281E-02
    158.00   1.337894E-01   1.301519E-01  -1.139096E-01  -1.128953E-01   5.564611E-03  -1.266821E-02
    159.00   1.341337E-01   1.303727E-01  -1.162717E-01  -1.149741E-01   5.586506E-03  -1.146819E-02
    160.00   1.345742E-01   1.306597E-01  -1.185427E-01  -1.169291E-01   5.535992E-03  -1.030223E-02
    161.00   1.351097E-01   1.310123E-01  -1.207174E-01  -1.187564E-01   5.417877E-03  -9.179255E-03
    162.00   1.357373E-01   1.314288E-01  -1.227907E-01  -1.204532E-01   5.237745E-03  -8.107470E-03
    163.00   1.364519E-01   1.319064E-01  -1.247583E-01  -1.220179E-01   5.001898E-03  -7.094152E-03
    164.00   1.372468E-01   1.324408E-01  -1.266165E-01  -1.234504E-01   4.717288E-03  -6.145475E-03
    165.00   1.381130E-01   1.330260E-01  -1.283621E-01  -1.247517E-01   4.391433E-03  -5.266365E-03
    166.00   1.390395E-01   1.336549E-01  -1.299928E-01  -1.259243E-01   4.032310E-03  -4.460390E-03
    167.00   1.400134E-01   1.343188E-01  -1.315069E-01  -1.269718E-01   3.648246E-03  -3.729689E-03
    168.00   1.410199E-01   1.350076E-01  -1.329033E-01  -1.278992E-01   3.247792E-03  -3.074957E-03
    169.00   1.420427E-01   1.357099E-01  -1.341817E-01  -1.287122E-01   2.839589E-03  -2.495487E-03
    170.00   1.430640E-01   1.364136E-01  -1.353422E-01  -1.294178E-01   2.432230E-03  -1.989261E-03
    171.00   1.440654E-01   1.371054E-01  -1.363856E-01  -1.300232E-01   2.034125E-03  -1.553106E-03
    172.00   1.450276E-01   1.377721E-01  -1.373130E-01  -1.305364E-01   1.653363E-03  -1.182893E-03
    173.00   1.459318E-01   1.384001E-01  -1.381257E-01  -1.309654E-01   1.297578E-03  -8.737861E-04
    174.00   1.467594E-01   1.389760E-01  -1.388255E-01  -1.313180E-01   9.738266E-04  -6.205238E-04
    175.00   1.474931E-01   1.394875E-01  -1.394139E-01  -1.316017E-01   6.884719E-04  -4.177159E-04
    176.00   1.481169E-01   1.399231E-01  -1.398926E-01  -1.318235E-01   4.470803E-04  -2.601514E-04
    177.00   1.486173E-01   1.402729E-01  -1.402631E-01  -1.319893E-01   2.543321E-04  -1.430927E-04
    178.00   1.489830E-01   1.405288E-01  -1.405268E-01  -1.321041E-01   1.139468E-04  -6.254343E-05
    179.00   1.492059E-01   1.406848E-01  -1.406847E-01  -1.321715E-01   2.862382E-05  -1.547543E-05
    180.00   1.492807E-01   1.407372E-01  -1.407372E-01  -1.321937E-01   0.000000E+00   0.000000E+00
#
# lambda [um]   =   7.9000000E-01
# m =   1.5737000E+00  + i   5.7740000E-02
# Cext/H [um^2] =   1.6807008E-14
# Csca/H [um^2] =   1.2445441E-14
# albedo        =   7.4049117E-01
# g = a1(2)/3   =   6.0265984E-01
# g (Csca-wtd single-size, cross-check) =   6.0265984E-01
# Lmax          = 102
# alpha_1(0) (exactly 1 by construction) =   9.99999993789309E-01
# (1/2)int F11 dcos on this 1-deg grid   =   1.0001314E+00
#   (differs from 1 only by trapezoid error on the
#    forward peak; alpha_1(0) is the exact statement)
# van der Mee & Hovenier test: SATISFIED
# size bins: small-x limit 57, large-x limit 0, T-matrix failures redirected 0
#   Theta[deg]          F11            F22            F33            F44            F12            F34
      0.00   6.992758E+00   6.979317E+00   6.979317E+00   6.965876E+00   0.000000E+00   0.000000E+00
      1.00   6.987311E+00   6.973871E+00   6.973871E+00   6.960437E+00  -3.827939E-04   6.037613E-04
      2.00   6.971007E+00   6.957569E+00   6.957568E+00   6.944156E+00  -1.528047E-03   2.407990E-03
      3.00   6.943955E+00   6.930522E+00   6.930517E+00   6.917141E+00  -3.426421E-03   5.391661E-03
      4.00   6.906337E+00   6.892911E+00   6.892896E+00   6.879570E+00  -6.062504E-03   9.520193E-03
      5.00   6.858404E+00   6.844985E+00   6.844950E+00   6.831689E+00  -9.415038E-03   1.474613E-02
      6.00   6.800470E+00   6.787061E+00   6.786989E+00   6.773805E+00  -1.345723E-02   2.101003E-02
      7.00   6.732910E+00   6.719514E+00   6.719382E+00   6.706288E+00  -1.815711E-02   2.824165E-02
      8.00   6.656156E+00   6.642774E+00   6.642552E+00   6.629562E+00  -2.347805E-02   3.636118E-02
      9.00   6.570687E+00   6.557322E+00   6.556972E+00   6.544096E+00  -2.937916E-02   4.528075E-02
     10.00   6.477026E+00   6.463679E+00   6.463155E+00   6.450406E+00  -3.581594E-02   5.490590E-02
     11.00   6.375731E+00   6.362405E+00   6.361651E+00   6.349040E+00  -4.274081E-02   6.513724E-02
     12.00   6.267388E+00   6.254086E+00   6.253040E+00   6.240576E+00  -5.010370E-02   7.587203E-02
     13.00   6.152607E+00   6.139332E+00   6.137921E+00   6.125614E+00  -5.785270E-02   8.700576E-02
     14.00   6.032012E+00   6.018766E+00   6.016912E+00   6.004770E+00  -6.593463E-02   9.843369E-02
     15.00   5.906235E+00   5.893021E+00   5.890636E+00   5.878668E+00  -7.429567E-02   1.100523E-01
     16.00   5.775910E+00   5.762731E+00   5.759721E+00   5.747935E+00  -8.288187E-02   1.217605E-01
     17.00   5.641666E+00   5.628525E+00   5.624792E+00   5.613192E+00  -9.163976E-02   1.334610E-01
     18.00   5.504123E+00   5.491023E+00   5.486462E+00   5.475056E+00  -1.005168E-01   1.450613E-01
     19.00   5.363887E+00   5.350832E+00   5.345333E+00   5.334125E+00  -1.094618E-01   1.564744E-01
     20.00   5.221544E+00   5.208536E+00   5.201989E+00   5.190984E+00  -1.184255E-01   1.676196E-01
     21.00   5.077658E+00   5.064701E+00   5.056991E+00   5.046193E+00  -1.273608E-01   1.784233E-01
     22.00   4.932766E+00   4.919863E+00   4.910876E+00   4.900287E+00  -1.362228E-01   1.888191E-01
     23.00   4.787378E+00   4.774532E+00   4.764152E+00   4.753775E+00  -1.449697E-01   1.987479E-01
     24.00   4.641972E+00   4.629186E+00   4.617299E+00   4.607136E+00  -1.535623E-01   2.081587E-01
     25.00   4.496995E+00   4.484271E+00   4.470765E+00   4.460817E+00  -1.619647E-01   2.170077E-01
     26.00   4.352859E+00   4.340202E+00   4.324965E+00   4.315234E+00  -1.701442E-01   2.252590E-01
     27.00   4.209945E+00   4.197356E+00   4.180284E+00   4.170769E+00  -1.780710E-01   2.328836E-01
     28.00   4.068599E+00   4.056082E+00   4.037071E+00   4.027772E+00  -1.857189E-01   2.398598E-01
     29.00   3.929134E+00   3.916691E+00   3.895643E+00   3.886560E+00  -1.930647E-01   2.461724E-01
     30.00   3.791830E+00   3.779464E+00   3.756287E+00   3.747419E+00  -2.000886E-01   2.518124E-01
     31.00   3.656936E+00   3.644649E+00   3.619255E+00   3.610601E+00  -2.067736E-01   2.567766E-01
     32.00   3.524669E+00   3.512464E+00   3.484771E+00   3.476329E+00  -2.131058E-01   2.610669E-01
     33.00   3.395217E+00   3.383095E+00   3.353029E+00   3.344798E+00  -2.190743E-01   2.646902E-01
     34.00   3.268741E+00   3.256704E+00   3.224196E+00   3.216174E+00  -2.246707E-01   2.676574E-01
     35.00   3.145375E+00   3.133425E+00   3.098412E+00   3.090596E+00  -2.298893E-01   2.699835E-01
     36.00   3.025226E+00   3.013365E+00   2.975793E+00   2.968180E+00  -2.347265E-01   2.716863E-01
     37.00   2.908383E+00   2.896611E+00   2.856430E+00   2.849019E+00  -2.391813E-01   2.727868E-01
     38.00   2.794908E+00   2.783228E+00   2.740395E+00   2.733182E+00  -2.432544E-01   2.733081E-01
     39.00   2.684847E+00   2.673259E+00   2.627739E+00   2.620722E+00  -2.469485E-01   2.732753E-01
     40.00   2.578227E+00   2.566732E+00   2.518494E+00   2.511670E+00  -2.502680E-01   2.727150E-01
     41.00   2.475058E+00   2.463658E+00   2.412678E+00   2.406043E+00  -2.532187E-01   2.716549E-01
     42.00   2.375337E+00   2.364031E+00   2.310291E+00   2.303842E+00  -2.558076E-01   2.701235E-01
     43.00   2.279046E+00   2.267834E+00   2.211321E+00   2.205056E+00  -2.580433E-01   2.681498E-01
     44.00   2.186155E+00   2.175038E+00   2.115745E+00   2.109660E+00  -2.599349E-01   2.657631E-01
     45.00   2.096626E+00   2.085604E+00   2.023528E+00   2.017619E+00  -2.614927E-01   2.629926E-01
     46.00   2.010409E+00   1.999482E+00   1.934624E+00   1.928890E+00  -2.627274E-01   2.598671E-01
     47.00   1.927448E+00   1.916615E+00   1.848982E+00   1.843419E+00  -2.636507E-01   2.564153E-01
     48.00   1.847679E+00   1.836941E+00   1.766543E+00   1.761147E+00  -2.642744E-01   2.526650E-01
     49.00   1.771034E+00   1.760390E+00   1.687240E+00   1.682008E+00  -2.646108E-01   2.486434E-01
     50.00   1.697439E+00   1.686888E+00   1.611004E+00   1.605933E+00  -2.646724E-01   2.443769E-01
     51.00   1.626815E+00   1.616357E+00   1.537759E+00   1.532845E+00  -2.644718E-01   2.398907E-01
     52.00   1.559083E+00   1.548716E+00   1.467426E+00   1.462668E+00  -2.640219E-01   2.352094E-01
     53.00   1.494159E+00   1.483883E+00   1.399926E+00   1.395320E+00  -2.633353E-01   2.303562E-01
     54.00   1.431958E+00   1.421772E+00   1.335176E+00   1.330719E+00  -2.624246E-01   2.253532E-01
     55.00   1.372395E+00   1.362297E+00   1.273091E+00   1.268779E+00  -2.613024E-01   2.202215E-01
     56.00   1.315383E+00   1.305372E+00   1.213586E+00   1.209417E+00  -2.599810E-01   2.149811E-01
     57.00   1.260835E+00   1.250911E+00   1.156576E+00   1.152547E+00  -2.584724E-01   2.096507E-01
     58.00   1.208666E+00   1.198826E+00   1.101975E+00   1.098084E+00  -2.567884E-01   2.042478E-01
     59.00   1.158789E+00   1.149032E+00   1.049699E+00   1.045943E+00  -2.549404E-01   1.987890E-01
     60.00   1.111119E+00   1.101444E+00   9.996629E-01   9.960393E-01  -2.529397E-01   1.932895E-01
     61.00   1.065574E+00   1.055980E+00   9.517844E-01   9.482905E-01  -2.507969E-01   1.877637E-01
     62.00   1.022072E+00   1.012556E+00   9.059814E-01   9.026146E-01  -2.485225E-01   1.822248E-01
     63.00   9.805313E-01   9.710923E-01   8.621735E-01   8.589313E-01  -2.461264E-01   1.766849E-01
     64.00   9.408743E-01   9.315108E-01   8.202819E-01   8.171620E-01  -2.436184E-01   1.711553E-01
     65.00   9.030242E-01   8.937345E-01   7.802299E-01   7.772298E-01  -2.410074E-01   1.656463E-01
     66.00   8.669065E-01   8.576890E-01   7.419423E-01   7.390599E-01  -2.383024E-01   1.601673E-01
     67.00   8.324488E-01   8.233018E-01   7.053463E-01   7.025792E-01  -2.355117E-01   1.547267E-01
     68.00   7.995810E-01   7.905027E-01   6.703709E-01   6.677169E-01  -2.326433E-01   1.493324E-01
     69.00   7.682350E-01   7.592238E-01   6.369473E-01   6.344044E-01  -2.297047E-01   1.439912E-01
     70.00   7.383451E-01   7.293992E-01   6.050090E-01   6.025750E-01  -2.267030E-01   1.387095E-01
     71.00   7.098479E-01   7.009657E-01   5.744915E-01   5.721645E-01  -2.236450E-01   1.334928E-01
     72.00   6.826821E-01   6.738619E-01   5.453327E-01   5.431105E-01  -2.205371E-01   1.283461E-01
     73.00   6.567889E-01   6.480289E-01   5.174723E-01   5.153531E-01  -2.173854E-01   1.232736E-01
     74.00   6.321115E-01   6.234102E-01   4.908527E-01   4.888344E-01  -2.141953E-01   1.182793E-01
     75.00   6.085953E-01   5.999510E-01   4.654180E-01   4.634988E-01  -2.109723E-01   1.133663E-01
     76.00   5.861880E-01   5.775991E-01   4.411146E-01   4.392926E-01  -2.077213E-01   1.085375E-01
     77.00   5.648394E-01   5.563044E-01   4.178909E-01   4.161643E-01  -2.044468E-01   1.037953E-01
     78.00   5.445012E-01   5.360185E-01   3.956976E-01   3.940645E-01  -2.011532E-01   9.914156E-02
     79.00   5.251273E-01   5.166954E-01   3.744869E-01   3.729457E-01  -1.978445E-01   9.457800E-02
     80.00   5.066734E-01   4.982909E-01   3.542134E-01   3.527621E-01  -1.945244E-01   9.010583E-02
     81.00   4.890972E-01   4.807627E-01   3.348333E-01   3.334703E-01  -1.911964E-01   8.572602E-02
     82.00   4.723582E-01   4.640703E-01   3.163048E-01   3.150282E-01  -1.878635E-01   8.143922E-02
     83.00   4.564177E-01   4.481752E-01   2.985876E-01   2.973957E-01  -1.845288E-01   7.724586E-02
     84.00   4.412387E-01   4.330404E-01   2.816435E-01   2.805346E-01  -1.811949E-01   7.314613E-02
     85.00   4.267858E-01   4.186306E-01   2.654356E-01   2.644079E-01  -1.778642E-01   6.914002E-02
     86.00   4.130254E-01   4.049122E-01   2.499288E-01   2.489805E-01  -1.745391E-01   6.522732E-02
     87.00   3.999252E-01   3.918530E-01   2.350895E-01   2.342189E-01  -1.712215E-01   6.140769E-02
     88.00   3.874544E-01   3.794224E-01   2.208855E-01   2.200908E-01  -1.679132E-01   5.768063E-02
     89.00   3.755838E-01   3.675911E-01   2.072862E-01   2.065655E-01  -1.646160E-01   5.404551E-02
     90.00   3.642854E-01   3.563313E-01   1.942621E-01   1.936137E-01  -1.613314E-01   5.050162E-02
     91.00   3.535324E-01   3.456165E-01   1.817852E-01   1.812071E-01  -1.580607E-01   4.704815E-02
     92.00   3.432996E-01   3.354212E-01   1.698287E-01   1.693192E-01  -1.548051E-01   4.368422E-02
     93.00   3.335627E-01   3.257215E-01   1.583671E-01   1.579241E-01  -1.515656E-01   4.040887E-02
     94.00   3.242986E-01   3.164942E-01   1.473759E-01   1.469974E-01  -1.483433E-01   3.722114E-02
     95.00   3.154852E-01   3.077176E-01   1.368318E-01   1.365159E-01  -1.451389E-01   3.411999E-02
     96.00   3.071016E-01   2.993708E-01   1.267124E-01   1.264570E-01  -1.419531E-01   3.110440E-02
     97.00   2.991279E-01   2.914339E-01   1.169966E-01   1.167995E-01  -1.387865E-01   2.817330E-02
     98.00   2.915449E-01   2.838881E-01   1.076640E-01   1.075230E-01  -1.356397E-01   2.532565E-02
     99.00   2.843346E-01   2.767154E-01   9.869520E-02   9.860807E-02  -1.325132E-01   2.256041E-02
    100.00   2.774797E-01   2.698985E-01   9.007171E-02   9.003612E-02  -1.294071E-01   1.987654E-02
    101.00   2.709637E-01   2.634213E-01   8.177585E-02   8.178939E-02  -1.263220E-01   1.727304E-02
    102.00   2.647709E-01   2.572682E-01   7.379074E-02   7.385092E-02  -1.232580E-01   1.474894E-02
    103.00   2.588864E-01   2.514243E-01   6.610026E-02   6.620453E-02  -1.202153E-01   1.230332E-02
    104.00   2.532959E-01   2.458757E-01   5.868903E-02   5.883473E-02  -1.171941E-01   9.935276E-03
    105.00   2.479858E-01   2.406089E-01   5.154236E-02   5.172676E-02  -1.141945E-01   7.643973E-03
    106.00   2.429432E-01   2.356111E-01   4.464621E-02   4.486648E-02  -1.112166E-01   5.428627E-03
    107.00   2.381557E-01   2.308701E-01   3.798720E-02   3.824043E-02  -1.082605E-01   3.288510E-03
    108.00   2.336117E-01   2.263745E-01   3.155253E-02   3.183571E-02  -1.053263E-01   1.222961E-03
    109.00   2.292998E-01   2.221131E-01   2.533000E-02   2.564003E-02  -1.024140E-01  -7.686196E-04
    110.00   2.252093E-01   2.180754E-01   1.930796E-02   1.964164E-02  -9.952371E-02  -2.686758E-03
    111.00   2.213301E-01   2.142515E-01   1.347527E-02   1.382934E-02  -9.665554E-02  -4.531913E-03
    112.00   2.176524E-01   2.106317E-01   7.821329E-03   8.192429E-03  -9.380960E-02  -6.304467E-03
    113.00   2.141670E-01   2.072069E-01   2.336014E-03   2.720700E-03  -9.098601E-02  -8.004729E-03
    114.00   2.108649E-01   2.039686E-01  -2.990329E-03  -2.595571E-03  -8.818495E-02  -9.632935E-03
    115.00   2.077378E-01   2.009083E-01  -8.166898E-03  -7.765648E-03  -8.540664E-02  -1.118924E-02
    116.00   2.047775E-01   1.980182E-01  -1.320245E-02  -1.279835E-02  -8.265134E-02  -1.267374E-02
    117.00   2.019764E-01   1.952908E-01  -1.810533E-02  -1.770205E-02  -7.991937E-02  -1.408644E-02
    118.00   1.993272E-01   1.927189E-01  -2.288345E-02  -2.248471E-02  -7.721112E-02  -1.542728E-02
    119.00   1.968229E-01   1.902957E-01  -2.754435E-02  -2.715387E-02  -7.452703E-02  -1.669614E-02
    120.00   1.944568E-01   1.880145E-01  -3.209515E-02  -3.171666E-02  -7.186765E-02  -1.789284E-02
    121.00   1.922227E-01   1.858693E-01  -3.654260E-02  -3.617980E-02  -6.923357E-02  -1.901712E-02
    122.00   1.901144E-01   1.838540E-01  -4.089308E-02  -4.054963E-02  -6.662551E-02  -2.006870E-02
    123.00   1.881264E-01   1.819630E-01  -4.515261E-02  -4.483208E-02  -6.404427E-02  -2.104722E-02
    124.00   1.862531E-01   1.801909E-01  -4.932681E-02  -4.903268E-02  -6.149072E-02  -2.195231E-02
    125.00   1.844895E-01   1.785326E-01  -5.342096E-02  -5.315657E-02  -5.896589E-02  -2.278357E-02
    126.00   1.828308E-01   1.769832E-01  -5.743999E-02  -5.720850E-02  -5.647086E-02  -2.354058E-02
    127.00   1.812723E-01   1.755381E-01  -6.138846E-02  -6.119283E-02  -5.400687E-02  -2.422292E-02
    128.00   1.798097E-01   1.741928E-01  -6.527055E-02  -6.511349E-02  -5.157524E-02  -2.483018E-02
    129.00   1.784392E-01   1.729432E-01  -6.909012E-02  -6.897402E-02  -4.917741E-02  -2.536197E-02
    130.00   1.771569E-01   1.717854E-01  -7.285063E-02  -7.277757E-02  -4.681495E-02  -2.581797E-02
    131.00   1.759594E-01   1.707156E-01  -7.655520E-02  -7.652684E-02  -4.448953E-02  -2.619789E-02
    132.00   1.748435E-01   1.697304E-01  -8.020658E-02  -8.022412E-02  -4.220292E-02  -2.650155E-02
    133.00   1.738063E-01   1.688264E-01  -8.380713E-02  -8.387131E-02  -3.995701E-02  -2.672886E-02
    134.00   1.728452E-01   1.680008E-01  -8.735888E-02  -8.746983E-02  -3.775379E-02  -2.687986E-02
    135.00   1.719579E-01   1.672505E-01  -9.086344E-02  -9.102070E-02  -3.559534E-02  -2.695474E-02
